20211120164144,10.0.0.1,35291,10.0.0.10,5001,3,0.0-1.0,34996224,279969792
20211120164145,10.0.0.1,35291,10.0.0.10,5001,3,1.0-2.0,38928384,311427072
20211120164146,10.0.0.1,35291,10.0.0.10,5001,3,2.0-3.0,38797312,310378496
20211120164147,10.0.0.1,35291,10.0.0.10,5001,3,3.0-4.0,38273024,306184192
20211120164148,10.0.0.1,35291,10.0.0.10,5001,3,4.0-5.0,38404096,307232768
20211120164149,10.0.0.1,35291,10.0.0.10,5001,3,5.0-6.0,38928384,311427072
20211120164150,10.0.0.1,35291,10.0.0.10,5001,3,6.0-7.0,38797312,310378496
20211120164151,10.0.0.1,35291,10.0.0.10,5001,3,7.0-8.0,39190528,313524224
20211120164152,10.0.0.1,35291,10.0.0.10,5001,3,8.0-9.0,38141952,305135616
20211120164153,10.0.0.1,35291,10.0.0.10,5001,3,9.0-10.0,39845888,318767104
20211120164154,10.0.0.1,35291,10.0.0.10,5001,3,10.0-11.0,39714816,317718528
20211120164155,10.0.0.1,35291,10.0.0.10,5001,3,11.0-12.0,39321600,314572800
20211120164156,10.0.0.1,35291,10.0.0.10,5001,3,12.0-13.0,39321600,314572800
20211120164157,10.0.0.1,35291,10.0.0.10,5001,3,13.0-14.0,38797312,310378496
20211120164158,10.0.0.1,35291,10.0.0.10,5001,3,14.0-15.0,38666240,309329920
20211120164159,10.0.0.1,35291,10.0.0.10,5001,3,15.0-16.0,39452672,315621376
20211120164200,10.0.0.1,35291,10.0.0.10,5001,3,16.0-17.0,39059456,312475648
20211120164201,10.0.0.1,35291,10.0.0.10,5001,3,17.0-18.0,39714816,317718528
20211120164202,10.0.0.1,35291,10.0.0.10,5001,3,18.0-19.0,39583744,316669952
20211120164203,10.0.0.1,35291,10.0.0.10,5001,3,19.0-20.0,39583744,316669952
20211120164204,10.0.0.1,35291,10.0.0.10,5001,3,20.0-21.0,39583744,316669952
20211120164205,10.0.0.1,35291,10.0.0.10,5001,3,21.0-22.0,39190528,313524224
20211120164206,10.0.0.1,35291,10.0.0.10,5001,3,22.0-23.0,39452672,315621376
20211120164207,10.0.0.1,35291,10.0.0.10,5001,3,23.0-24.0,39714816,317718528
20211120164208,10.0.0.1,35291,10.0.0.10,5001,3,24.0-25.0,39714816,317718528
20211120164209,10.0.0.1,35291,10.0.0.10,5001,3,25.0-26.0,39321600,314572800
20211120164210,10.0.0.1,35291,10.0.0.10,5001,3,26.0-27.0,39059456,312475648
20211120164211,10.0.0.1,35291,10.0.0.10,5001,3,27.0-28.0,39845888,318767104
20211120164212,10.0.0.1,35291,10.0.0.10,5001,3,28.0-29.0,39583744,316669952
20211120164213,10.0.0.1,35291,10.0.0.10,5001,3,29.0-30.0,38797312,310378496
20211120164214,10.0.0.1,35291,10.0.0.10,5001,3,30.0-31.0,39190528,313524224
20211120164215,10.0.0.1,35291,10.0.0.10,5001,3,31.0-32.0,39321600,314572800
20211120164216,10.0.0.1,35291,10.0.0.10,5001,3,32.0-33.0,39190528,313524224
20211120164217,10.0.0.1,35291,10.0.0.10,5001,3,33.0-34.0,39190528,313524224
20211120164218,10.0.0.1,35291,10.0.0.10,5001,3,34.0-35.0,38535168,308281344
20211120164219,10.0.0.1,35291,10.0.0.10,5001,3,35.0-36.0,38797312,310378496
20211120164220,10.0.0.1,35291,10.0.0.10,5001,3,36.0-37.0,38666240,309329920
20211120164221,10.0.0.1,35291,10.0.0.10,5001,3,37.0-38.0,39452672,315621376
20211120164222,10.0.0.1,35291,10.0.0.10,5001,3,38.0-39.0,38928384,311427072
20211120164223,10.0.0.1,35291,10.0.0.10,5001,3,39.0-40.0,39059456,312475648
20211120164224,10.0.0.1,35291,10.0.0.10,5001,3,40.0-41.0,39059456,312475648
20211120164225,10.0.0.1,35291,10.0.0.10,5001,3,41.0-42.0,39321600,314572800
20211120164226,10.0.0.1,35291,10.0.0.10,5001,3,42.0-43.0,39583744,316669952
20211120164227,10.0.0.1,35291,10.0.0.10,5001,3,43.0-44.0,39714816,317718528
20211120164228,10.0.0.1,35291,10.0.0.10,5001,3,44.0-45.0,39059456,312475648
20211120164229,10.0.0.1,35291,10.0.0.10,5001,3,45.0-46.0,39583744,316669952
20211120164230,10.0.0.1,35291,10.0.0.10,5001,3,46.0-47.0,38928384,311427072
20211120164231,10.0.0.1,35291,10.0.0.10,5001,3,47.0-48.0,39452672,315621376
20211120164232,10.0.0.1,35291,10.0.0.10,5001,3,48.0-49.0,39583744,316669952
20211120164233,10.0.0.1,35291,10.0.0.10,5001,3,49.0-50.0,39452672,315621376
20211120164234,10.0.0.1,35291,10.0.0.10,5001,3,50.0-51.0,39714816,317718528
20211120164235,10.0.0.1,35291,10.0.0.10,5001,3,51.0-52.0,38797312,310378496
20211120164236,10.0.0.1,35291,10.0.0.10,5001,3,52.0-53.0,39452672,315621376
20211120164237,10.0.0.1,35291,10.0.0.10,5001,3,53.0-54.0,39583744,316669952
20211120164238,10.0.0.1,35291,10.0.0.10,5001,3,54.0-55.0,39321600,314572800
20211120164239,10.0.0.1,35291,10.0.0.10,5001,3,55.0-56.0,39452672,315621376
20211120164240,10.0.0.1,35291,10.0.0.10,5001,3,56.0-57.0,39452672,315621376
20211120164241,10.0.0.1,35291,10.0.0.10,5001,3,57.0-58.0,39583744,316669952
20211120164242,10.0.0.1,35291,10.0.0.10,5001,3,58.0-59.0,39190528,313524224
20211120164243,10.0.0.1,35291,10.0.0.10,5001,3,59.0-60.0,39583744,316669952
20211120164243,10.0.0.1,35291,10.0.0.10,5001,3,0.0-60.0,2350120960,313323335
