20211121160446,10.0.0.1,44267,10.0.0.10,5001,3,0.0-1.0,5111808,40894464
20211121160447,10.0.0.1,44267,10.0.0.10,5001,3,1.0-2.0,5111808,40894464
20211121160448,10.0.0.1,44267,10.0.0.10,5001,3,2.0-3.0,4980736,39845888
20211121160449,10.0.0.1,44267,10.0.0.10,5001,3,3.0-4.0,5111808,40894464
20211121160450,10.0.0.1,44267,10.0.0.10,5001,3,4.0-5.0,4980736,39845888
20211121160451,10.0.0.1,44267,10.0.0.10,5001,3,5.0-6.0,4980736,39845888
20211121160452,10.0.0.1,44267,10.0.0.10,5001,3,6.0-7.0,4980736,39845888
20211121160453,10.0.0.1,44267,10.0.0.10,5001,3,7.0-8.0,5111808,40894464
20211121160454,10.0.0.1,44267,10.0.0.10,5001,3,8.0-9.0,4980736,39845888
20211121160455,10.0.0.1,44267,10.0.0.10,5001,3,9.0-10.0,4980736,39845888
20211121160456,10.0.0.1,44267,10.0.0.10,5001,3,10.0-11.0,5111808,40894464
20211121160457,10.0.0.1,44267,10.0.0.10,5001,3,11.0-12.0,4980736,39845888
20211121160458,10.0.0.1,44267,10.0.0.10,5001,3,12.0-13.0,4980736,39845888
20211121160459,10.0.0.1,44267,10.0.0.10,5001,3,13.0-14.0,5111808,40894464
20211121160500,10.0.0.1,44267,10.0.0.10,5001,3,14.0-15.0,4980736,39845888
20211121160501,10.0.0.1,44267,10.0.0.10,5001,3,15.0-16.0,4980736,39845888
20211121160502,10.0.0.1,44267,10.0.0.10,5001,3,16.0-17.0,4980736,39845888
20211121160503,10.0.0.1,44267,10.0.0.10,5001,3,17.0-18.0,5111808,40894464
20211121160504,10.0.0.1,44267,10.0.0.10,5001,3,18.0-19.0,4980736,39845888
20211121160505,10.0.0.1,44267,10.0.0.10,5001,3,19.0-20.0,5111808,40894464
20211121160506,10.0.0.1,44267,10.0.0.10,5001,3,20.0-21.0,4980736,39845888
20211121160507,10.0.0.1,44267,10.0.0.10,5001,3,21.0-22.0,4980736,39845888
20211121160508,10.0.0.1,44267,10.0.0.10,5001,3,22.0-23.0,4980736,39845888
20211121160509,10.0.0.1,44267,10.0.0.10,5001,3,23.0-24.0,5111808,40894464
20211121160510,10.0.0.1,44267,10.0.0.10,5001,3,24.0-25.0,4980736,39845888
20211121160511,10.0.0.1,44267,10.0.0.10,5001,3,25.0-26.0,4980736,39845888
20211121160512,10.0.0.1,44267,10.0.0.10,5001,3,26.0-27.0,4980736,39845888
20211121160513,10.0.0.1,44267,10.0.0.10,5001,3,27.0-28.0,5111808,40894464
20211121160514,10.0.0.1,44267,10.0.0.10,5001,3,28.0-29.0,4980736,39845888
20211121160515,10.0.0.1,44267,10.0.0.10,5001,3,29.0-30.0,4980736,39845888
20211121160515,10.0.0.1,44267,10.0.0.10,5001,3,0.0-30.0,150863872,40192513
