20211118083702,10.0.0.8,47638,10.0.0.10,5001,3,0.0-1.0,25821184,206569472
20211118083702,10.0.0.8,47638,10.0.0.10,5001,3,1.0-2.0,0,0
20211118083702,10.0.0.8,47638,10.0.0.10,5001,3,2.0-3.0,0,0
20211118083702,10.0.0.8,47638,10.0.0.10,5001,3,3.0-4.0,0,0
20211118083702,10.0.0.8,47638,10.0.0.10,5001,3,4.0-5.0,0,0
20211118083703,10.0.0.8,47638,10.0.0.10,5001,3,5.0-6.0,8650752,69206016
20211118083703,10.0.0.8,47638,10.0.0.10,5001,3,6.0-7.0,0,0
20211118083705,10.0.0.8,47638,10.0.0.10,5001,3,7.0-8.0,9699328,77594624
20211118083706,10.0.0.8,47638,10.0.0.10,5001,3,8.0-9.0,9961472,79691776
20211118083707,10.0.0.8,47638,10.0.0.10,5001,3,9.0-10.0,11272192,90177536
20211118083707,10.0.0.8,47638,10.0.0.10,5001,3,10.0-11.0,10354688,82837504
20211118083708,10.0.0.8,47638,10.0.0.10,5001,3,11.0-12.0,10485760,83886080
20211118083709,10.0.0.8,47638,10.0.0.10,5001,3,12.0-13.0,10354688,82837504
20211118083710,10.0.0.8,47638,10.0.0.10,5001,3,13.0-14.0,10485760,83886080
20211118083711,10.0.0.8,47638,10.0.0.10,5001,3,14.0-15.0,10485760,83886080
20211118083713,10.0.0.8,47638,10.0.0.10,5001,3,15.0-16.0,20840448,166723584
20211118083714,10.0.0.8,47638,10.0.0.10,5001,3,16.0-17.0,10354688,82837504
20211118083715,10.0.0.8,47638,10.0.0.10,5001,3,17.0-18.0,10485760,83886080
20211118083715,10.0.0.8,47638,10.0.0.10,5001,3,18.0-19.0,10485760,83886080
20211118083718,10.0.0.8,47638,10.0.0.10,5001,3,19.0-20.0,10354688,82837504
20211118083718,10.0.0.8,47638,10.0.0.10,5001,3,20.0-21.0,0,0
20211118083719,10.0.0.8,47638,10.0.0.10,5001,3,21.0-22.0,24510464,196083712
20211118083720,10.0.0.8,47638,10.0.0.10,5001,3,22.0-23.0,10485760,83886080
20211118083720,10.0.0.8,47638,10.0.0.10,5001,3,23.0-24.0,10354688,82837504
20211118083721,10.0.0.8,47638,10.0.0.10,5001,3,24.0-25.0,10485760,83886080
20211118083722,10.0.0.8,47638,10.0.0.10,5001,3,25.0-26.0,10354688,82837504
20211118083723,10.0.0.8,47638,10.0.0.10,5001,3,26.0-27.0,10485760,83886080
20211118083724,10.0.0.8,47638,10.0.0.10,5001,3,27.0-28.0,10485760,83886080
20211118083726,10.0.0.8,47638,10.0.0.10,5001,3,28.0-29.0,20840448,166723584
20211118083727,10.0.0.8,47638,10.0.0.10,5001,3,29.0-30.0,10354688,82837504
20211118083729,10.0.0.8,47638,10.0.0.10,5001,3,30.0-31.0,10223616,81788928
20211118083729,10.0.0.8,47638,10.0.0.10,5001,3,31.0-32.0,0,0
20211118083729,10.0.0.8,47638,10.0.0.10,5001,3,32.0-33.0,0,0
20211118083730,10.0.0.8,47638,10.0.0.10,5001,3,33.0-34.0,23592960,188743680
20211118083733,10.0.0.8,47638,10.0.0.10,5001,3,34.0-35.0,9437184,75497472
20211118083733,10.0.0.8,47638,10.0.0.10,5001,3,35.0-36.0,0,0
20211118083733,10.0.0.8,47638,10.0.0.10,5001,3,36.0-37.0,0,0
20211118083735,10.0.0.8,47638,10.0.0.10,5001,3,37.0-38.0,9306112,74448896
20211118083736,10.0.0.8,47638,10.0.0.10,5001,3,38.0-39.0,10092544,80740352
20211118083736,10.0.0.8,47638,10.0.0.10,5001,3,39.0-40.0,0,0
20211118083737,10.0.0.8,47638,10.0.0.10,5001,3,40.0-41.0,10092544,80740352
20211118083738,10.0.0.8,47638,10.0.0.10,5001,3,41.0-42.0,10223616,81788928
20211118083741,10.0.0.8,47638,10.0.0.10,5001,3,42.0-43.0,10223616,81788928
20211118083741,10.0.0.8,47638,10.0.0.10,5001,3,43.0-44.0,0,0
20211118083742,10.0.0.8,47638,10.0.0.10,5001,3,44.0-45.0,11534336,92274688
20211118083742,10.0.0.8,47638,10.0.0.10,5001,3,45.0-46.0,0,0
20211118083743,10.0.0.8,47638,10.0.0.10,5001,3,46.0-47.0,26607616,212860928
20211118083744,10.0.0.8,47638,10.0.0.10,5001,3,47.0-48.0,10354688,82837504
20211118083745,10.0.0.8,47638,10.0.0.10,5001,3,48.0-49.0,10485760,83886080
20211118083747,10.0.0.8,47638,10.0.0.10,5001,3,49.0-50.0,20840448,166723584
20211118083748,10.0.0.8,47638,10.0.0.10,5001,3,50.0-51.0,10485760,83886080
20211118083749,10.0.0.8,47638,10.0.0.10,5001,3,51.0-52.0,10354688,82837504
20211118083749,10.0.0.8,47638,10.0.0.10,5001,3,52.0-53.0,10485760,83886080
20211118083750,10.0.0.8,47638,10.0.0.10,5001,3,53.0-54.0,10485760,83886080
20211118083753,10.0.0.8,47638,10.0.0.10,5001,3,54.0-55.0,10354688,82837504
20211118083753,10.0.0.8,47638,10.0.0.10,5001,3,55.0-56.0,0,0
20211118083754,10.0.0.8,47638,10.0.0.10,5001,3,56.0-57.0,23855104,190840832
20211118083755,10.0.0.8,47638,10.0.0.10,5001,3,57.0-58.0,10354688,82837504
20211118083756,10.0.0.8,47638,10.0.0.10,5001,3,58.0-59.0,10354688,82837504
20211118083756,10.0.0.8,47638,10.0.0.10,5001,3,59.0-60.0,10485760,83886080
20211118083757,10.0.0.8,47638,10.0.0.10,5001,3,60.0-61.0,10485760,83886080
